Unnamed: 0,Ensembl Gene ID,External Gene Name,NCBI Entrez ID,Description,associated_pathways
213,ENSMUSG00000027423,Snx5,69178.0,sorting nexin 5 [Source:MGI Symbol;Acc:MGI:1916428],
214,ENSMUSG00000027510,Rbm38,56190.0,RNA binding motif protein 38 [Source:MGI Symbol;Acc:MGI:1889294],
215,ENSMUSG00000027544,Nfatc2,18019.0,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]",
216,ENSMUSG00000027596,a,50518.0,nonagouti [Source:MGI Symbol;Acc:MGI:87853],
217,ENSMUSG00000027636,Sla2,77799.0,Src-like-adaptor 2 [Source:MGI Symbol;Acc:MGI:1925049],
218,ENSMUSG00000027654,Fam83d,71878.0,"family with sequence similarity 83, member D [Source:MGI Symbol;Acc:MGI:1919128]",
219,ENSMUSG00000027718,Il21,60505.0,interleukin 21 [Source:MGI Symbol;Acc:MGI:1890474],
220,ENSMUSG00000027776,Il12a,16159.0,interleukin 12a [Source:MGI Symbol;Acc:MGI:96539],
221,ENSMUSG00000027790,Sis,69983.0,sucrase isomaltase (alpha-glucosidase) [Source:MGI Symbol;Acc:MGI:1917233],
222,ENSMUSG00000027820,Mme,17380.0,membrane metallo endopeptidase [Source:MGI Symbol;Acc:MGI:97004],
223,ENSMUSG00000027878,Notch2,18129.0,notch 2 [Source:MGI Symbol;Acc:MGI:97364],
224,ENSMUSG00000027966,Col11a1,12814.0,"collagen, type XI, alpha 1 [Source:MGI Symbol;Acc:MGI:88446]",
225,ENSMUSG00000028003,Lrat,79235.0,lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase) [Source:MGI Symbol;Acc:MGI:1891259],
226,ENSMUSG00000028017,Egf,13645.0,epidermal growth factor [Source:MGI Symbol;Acc:MGI:95290],
227,ENSMUSG00000028071,Sh2d2a,27371.0,SH2 domain containing 2A [Source:MGI Symbol;Acc:MGI:1351596],
228,ENSMUSG00000028072,Ntrk1,18211.0,"neurotrophic tyrosine kinase, receptor, type 1 [Source:MGI Symbol;Acc:MGI:97383]",
229,ENSMUSG00000028100,Nudt17,78373.0,nudix hydrolase 17 [Source:MGI Symbol;Acc:MGI:1925623],
230,ENSMUSG00000028111,Ctsk,13038.0,cathepsin K [Source:MGI Symbol;Acc:MGI:107823],
231,ENSMUSG00000028159,Dapp1,26377.0,dual adaptor for phosphotyrosine and 3-phosphoinositides 1 [Source:MGI Symbol;Acc:MGI:1347063],
232,ENSMUSG00000028161,Ppp3ca,19055.0,"protein phosphatase 3, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:107164]",
233,ENSMUSG00000028211,Trp53inp1,60599.0,transformation related protein 53 inducible nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1926609],
234,ENSMUSG00000028234,Rps20,67427.0,ribosomal protein S20 [Source:MGI Symbol;Acc:MGI:1914677],
235,ENSMUSG00000028238,Atp6v0d2,242341.0,"ATPase, H+ transporting, lysosomal V0 subunit D2 [Source:MGI Symbol;Acc:MGI:1924415]",
236,ENSMUSG00000028273,Pdlim5,56376.0,PDZ and LIM domain 5 [Source:MGI Symbol;Acc:MGI:1927489],
237,ENSMUSG00000028312,Smc2,14211.0,structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067],
238,ENSMUSG00000028332,Hemgn,93966.0,hemogen [Source:MGI Symbol;Acc:MGI:2136910],
239,ENSMUSG00000028354,Fmn2,54418.0,formin 2 [Source:MGI Symbol;Acc:MGI:1859252],
240,ENSMUSG00000028367,Txn1,22166.0,thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874],
241,ENSMUSG00000028386,Slc46a2,30936.0,"solute carrier family 46, member 2 [Source:MGI Symbol;Acc:MGI:1353616]",
242,ENSMUSG00000028413,B4galt1,14595.0,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:95705]",
243,ENSMUSG00000028415,Spink4,20731.0,"serine peptidase inhibitor, Kazal type 4 [Source:MGI Symbol;Acc:MGI:1341848]",
244,ENSMUSG00000028463,Car9,230099.0,carbonic anhydrase 9 [Source:MGI Symbol;Acc:MGI:2447188],
245,ENSMUSG00000028465,Tln1,21894.0,talin 1 [Source:MGI Symbol;Acc:MGI:1099832],
246,ENSMUSG00000028480,Glipr2,384009.0,GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770],
247,ENSMUSG00000028487,Bnc2,242509.0,basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805],
248,ENSMUSG00000028553,Angptl3,30924.0,angiopoietin-like 3 [Source:MGI Symbol;Acc:MGI:1353627],
249,ENSMUSG00000028602,Tnfrsf8,21941.0,"tumor necrosis factor receptor superfamily, member 8 [Source:MGI Symbol;Acc:MGI:99908]",
250,ENSMUSG00000028645,Slc2a1,20525.0,"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:MGI Symbol;Acc:MGI:95755]",
251,ENSMUSG00000028657,Ppt1,19063.0,palmitoyl-protein thioesterase 1 [Source:MGI Symbol;Acc:MGI:1298204],
252,ENSMUSG00000028771,Ptpn12,19248.0,"protein tyrosine phosphatase, non-receptor type 12 [Source:MGI Symbol;Acc:MGI:104673]",
253,ENSMUSG00000028793,Rnf19b,75234.0,ring finger protein 19B [Source:MGI Symbol;Acc:MGI:1922484],
254,ENSMUSG00000028838,Extl1,56219.0,exostosin-like glycosyltransferase 1 [Source:MGI Symbol;Acc:MGI:1888742],
255,ENSMUSG00000028943,Espn,56226.0,espin [Source:MGI Symbol;Acc:MGI:1861630],
256,ENSMUSG00000028965,Tnfrsf9,21942.0,"tumor necrosis factor receptor superfamily, member 9 [Source:MGI Symbol;Acc:MGI:1101059]",
257,ENSMUSG00000029061,Mmp23,26561.0,matrix metallopeptidase 23 [Source:MGI Symbol;Acc:MGI:1347361],
258,ENSMUSG00000029082,Bst1,12182.0,bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370],
259,ENSMUSG00000029178,Klf3,16599.0,Kruppel-like factor 3 (basic) [Source:MGI Symbol;Acc:MGI:1342773],
260,ENSMUSG00000029205,Chrna9,231252.0,"cholinergic receptor, nicotinic, alpha polypeptide 9 [Source:MGI Symbol;Acc:MGI:1202403]",
261,ENSMUSG00000029272,Sult1e1,20860.0,"sulfotransferase family 1E, member 1 [Source:MGI Symbol;Acc:MGI:98431]",
262,ENSMUSG00000029275,Gfi1,14581.0,growth factor independent 1 transcription repressor [Source:MGI Symbol;Acc:MGI:103170],
263,ENSMUSG00000029413,Naaa,67111.0,N-acylethanolamine acid amidase [Source:MGI Symbol;Acc:MGI:1914361],
264,ENSMUSG00000029436,Mmp17,23948.0,matrix metallopeptidase 17 [Source:MGI Symbol;Acc:MGI:1346076],
265,ENSMUSG00000029449,Rhof,23912.0,ras homolog family member F (in filopodia) [Source:MGI Symbol;Acc:MGI:1345629],
266,ENSMUSG00000029475,Kdm2b,30841.0,lysine (K)-specific demethylase 2B [Source:MGI Symbol;Acc:MGI:1354737],
267,ENSMUSG00000029530,Ccr9,12769.0,chemokine (C-C motif) receptor 9 [Source:MGI Symbol;Acc:MGI:1341902],
268,ENSMUSG00000029603,Dtx1,14357.0,"deltex 1, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:1352744]",
269,ENSMUSG00000029700,Slc13a1,55961.0,"solute carrier family 13 (sodium/sulfate symporters), member 1 [Source:MGI Symbol;Acc:MGI:1859937]",
270,ENSMUSG00000029826,Zc3hav1,78781.0,"zinc finger CCCH type, antiviral 1 [Source:MGI Symbol;Acc:MGI:1926031]",
271,ENSMUSG00000029925,Tbxas1,21391.0,"thromboxane A synthase 1, platelet [Source:MGI Symbol;Acc:MGI:98497]",
272,ENSMUSG00000030029,Lrig1,16206.0,leucine-rich repeats and immunoglobulin-like domains 1 [Source:MGI Symbol;Acc:MGI:107935],
273,ENSMUSG00000030054,Gp9,54368.0,glycoprotein 9 (platelet) [Source:MGI Symbol;Acc:MGI:1860137],
274,ENSMUSG00000030056,Isy1,57905.0,ISY1 splicing factor homolog [Source:MGI Symbol;Acc:MGI:1923310],
275,ENSMUSG00000030069,Prok2,50501.0,prokineticin 2 [Source:MGI Symbol;Acc:MGI:1354178],
276,ENSMUSG00000030077,Chl1,12661.0,cell adhesion molecule L1-like [Source:MGI Symbol;Acc:MGI:1098266],
277,ENSMUSG00000030104,Edem1,192193.0,"ER degradation enhancer, mannosidase alpha-like 1 [Source:MGI Symbol;Acc:MGI:2180139]",
278,ENSMUSG00000030108,Slc6a13,14412.0,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13 [Source:MGI Symbol;Acc:MGI:95629]",
279,ENSMUSG00000030114,Klrg1,50928.0,"killer cell lectin-like receptor subfamily G, member 1 [Source:MGI Symbol;Acc:MGI:1355294]",
280,ENSMUSG00000030124,Lag3,16768.0,lymphocyte-activation gene 3 [Source:MGI Symbol;Acc:MGI:106588],
281,ENSMUSG00000030199,Etv6,14011.0,ets variant 6 [Source:MGI Symbol;Acc:MGI:109336],
282,ENSMUSG00000030219,Erp27,69187.0,endoplasmic reticulum protein 27 [Source:MGI Symbol;Acc:MGI:1916437],
283,ENSMUSG00000030268,Bcat1,12035.0,"branched chain aminotransferase 1, cytosolic [Source:MGI Symbol;Acc:MGI:104861]",
284,ENSMUSG00000030287,Itpr2,16439.0,"inositol 1,4,5-triphosphate receptor 2 [Source:MGI Symbol;Acc:MGI:99418]",
285,ENSMUSG00000030336,Cd27,21940.0,CD27 antigen [Source:MGI Symbol;Acc:MGI:88326],
286,ENSMUSG00000030402,Ppm1n,232941.0,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative) [Source:MGI Symbol;Acc:MGI:2142330]",
287,ENSMUSG00000030470,Csrp3,13009.0,cysteine and glycine-rich protein 3 [Source:MGI Symbol;Acc:MGI:1330824],
288,ENSMUSG00000030472,Ceacam18,72431.0,CEA cell adhesion molecule 18 [Source:MGI Symbol;Acc:MGI:1919681],
289,ENSMUSG00000030495,Slc7a10,53896.0,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10 [Source:MGI Symbol;Acc:MGI:1858261]",
290,ENSMUSG00000030528,Blm,12144.0,"Bloom syndrome, RecQ like helicase [Source:MGI Symbol;Acc:MGI:1328362]",
291,ENSMUSG00000030530,Furin,18550.0,furin (paired basic amino acid cleaving enzyme) [Source:MGI Symbol;Acc:MGI:97513],
292,ENSMUSG00000030562,Nox4,50490.0,NADPH oxidase 4 [Source:MGI Symbol;Acc:MGI:1354184],
293,ENSMUSG00000030589,Rasgrp4,233046.0,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],
294,ENSMUSG00000030592,Ryr1,20190.0,"ryanodine receptor 1, skeletal muscle [Source:MGI Symbol;Acc:MGI:99659]",
295,ENSMUSG00000030659,Nucb2,53322.0,nucleobindin 2 [Source:MGI Symbol;Acc:MGI:1858179],
296,ENSMUSG00000030708,Dnajb13,69387.0,DnaJ heat shock protein family (Hsp40) member B13 [Source:MGI Symbol;Acc:MGI:1916637],
297,ENSMUSG00000030747,Dgat2,67800.0,diacylglycerol O-acyltransferase 2 [Source:MGI Symbol;Acc:MGI:1915050],
298,ENSMUSG00000030787,Lyve1,114332.0,lymphatic vessel endothelial hyaluronan receptor 1 [Source:MGI Symbol;Acc:MGI:2136348],
299,ENSMUSG00000030792,Dkkl1,50722.0,dickkopf-like 1 [Source:MGI Symbol;Acc:MGI:1354963],
300,ENSMUSG00000030793,Pycard,66824.0,PYD and CARD domain containing [Source:MGI Symbol;Acc:MGI:1931465],
301,ENSMUSG00000030796,Tead2,21677.0,TEA domain family member 2 [Source:MGI Symbol;Acc:MGI:104904],
302,ENSMUSG00000030854,Ptpn5,19259.0,"protein tyrosine phosphatase, non-receptor type 5 [Source:MGI Symbol;Acc:MGI:97807]",
303,ENSMUSG00000030865,Chp2,70261.0,calcineurin-like EF hand protein 2 [Source:MGI Symbol;Acc:MGI:1917511],
304,ENSMUSG00000030934,Oat,18242.0,ornithine aminotransferase [Source:MGI Symbol;Acc:MGI:97394],
305,ENSMUSG00000030963,Umod,22242.0,uromodulin [Source:MGI Symbol;Acc:MGI:102674],
306,ENSMUSG00000031093,Dock11,75974.0,dedicator of cytokinesis 11 [Source:MGI Symbol;Acc:MGI:1923224],
307,ENSMUSG00000031200,Mtcp1,17763.0,mature T cell proliferation 1 [Source:MGI Symbol;Acc:MGI:102699],
308,ENSMUSG00000031230,Fgf16,80903.0,fibroblast growth factor 16 [Source:MGI Symbol;Acc:MGI:1931627],
309,ENSMUSG00000031253,Srpx2,68792.0,"sushi-repeat-containing protein, X-linked 2 [Source:MGI Symbol;Acc:MGI:1916042]",
310,ENSMUSG00000031258,Xkrx,331524.0,"X-linked Kx blood group related, X-linked [Source:MGI Symbol;Acc:MGI:3584011]",
311,ENSMUSG00000031266,Gla,11605.0,"galactosidase, alpha [Source:MGI Symbol;Acc:MGI:1347344]",
312,ENSMUSG00000031297,Slc7a3,11989.0,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:MGI Symbol;Acc:MGI:1100521]",
313,ENSMUSG00000031309,Rps6ka3,110651.0,ribosomal protein S6 kinase polypeptide 3 [Source:MGI Symbol;Acc:MGI:104557],
314,ENSMUSG00000031343,Gabra3,14396.0,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3 [Source:MGI Symbol;Acc:MGI:95615]",
315,ENSMUSG00000031385,Plxnb3,140571.0,plexin B3 [Source:MGI Symbol;Acc:MGI:2154240],
316,ENSMUSG00000031389,Arhgap4,171207.0,Rho GTPase activating protein 4 [Source:MGI Symbol;Acc:MGI:2159577],
317,ENSMUSG00000031397,Tktl1,83553.0,transketolase-like 1 [Source:MGI Symbol;Acc:MGI:1933244],
318,ENSMUSG00000031497,Tnfsf13b,24099.0,"tumor necrosis factor (ligand) superfamily, member 13b [Source:MGI Symbol;Acc:MGI:1344376]",
319,ENSMUSG00000031530,Dusp4,319520.0,dual specificity phosphatase 4 [Source:MGI Symbol;Acc:MGI:2442191],
320,ENSMUSG00000031537,Ikbkb,16150.0,inhibitor of kappaB kinase beta [Source:MGI Symbol;Acc:MGI:1338071],
321,ENSMUSG00000031551,Ido1,15930.0,"indoleamine 2,3-dioxygenase 1 [Source:MGI Symbol;Acc:MGI:96416]",
322,ENSMUSG00000031557,Plekha2,83436.0,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2 [Source:MGI Symbol;Acc:MGI:1928144]",
323,ENSMUSG00000031659,Adcy7,11513.0,adenylate cyclase 7 [Source:MGI Symbol;Acc:MGI:102891],
324,ENSMUSG00000031710,Ucp1,22227.0,"uncoupling protein 1 (mitochondrial, proton carrier) [Source:MGI Symbol;Acc:MGI:98894]",
325,ENSMUSG00000031934,Panx1,55991.0,pannexin 1 [Source:MGI Symbol;Acc:MGI:1860055],
326,ENSMUSG00000032010,Usp2,53376.0,ubiquitin specific peptidase 2 [Source:MGI Symbol;Acc:MGI:1858178],
327,ENSMUSG00000032015,Pou2f3,18988.0,"POU domain, class 2, transcription factor 3 [Source:MGI Symbol;Acc:MGI:102565]",
328,ENSMUSG00000032020,Ubash3b,72828.0,"ubiquitin associated and SH3 domain containing, B [Source:MGI Symbol;Acc:MGI:1920078]",
329,ENSMUSG00000032083,Apoa1,11806.0,apolipoprotein A-I [Source:MGI Symbol;Acc:MGI:88049],
330,ENSMUSG00000032122,Slc37a2,56857.0,"solute carrier family 37 (glycerol-3-phosphate transporter), member 2 [Source:MGI Symbol;Acc:MGI:1929693]",
331,ENSMUSG00000032298,Neil1,72774.0,nei endonuclease VIII-like 1 (E. coli) [Source:MGI Symbol;Acc:MGI:1920024],
332,ENSMUSG00000032312,Csk,12988.0,c-src tyrosine kinase [Source:MGI Symbol;Acc:MGI:88537],
333,ENSMUSG00000032334,Loxl1,16949.0,lysyl oxidase-like 1 [Source:MGI Symbol;Acc:MGI:106096],
334,ENSMUSG00000032343,Impg1,63859.0,interphotoreceptor matrix proteoglycan 1 [Source:MGI Symbol;Acc:MGI:1926876],
335,ENSMUSG00000032420,Nt5e,23959.0,"5' nucleotidase, ecto [Source:MGI Symbol;Acc:MGI:99782]",
336,ENSMUSG00000032454,Rbp2,19660.0,"retinol binding protein 2, cellular [Source:MGI Symbol;Acc:MGI:97877]",
337,ENSMUSG00000032503,Arpp21,74100.0,"cyclic AMP-regulated phosphoprotein, 21 [Source:MGI Symbol;Acc:MGI:107562]",
338,ENSMUSG00000032556,Bfsp2,107993.0,"beaded filament structural protein 2, phakinin [Source:MGI Symbol;Acc:MGI:1333828]",
339,ENSMUSG00000032661,Oas3,246727.0,2'-5' oligoadenylate synthetase 3 [Source:MGI Symbol;Acc:MGI:2180850],
340,ENSMUSG00000032724,Abtb2,99382.0,ankyrin repeat and BTB (POZ) domain containing 2 [Source:MGI Symbol;Acc:MGI:2139365],
341,ENSMUSG00000032754,Slc8b1,170756.0,"solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 [Source:MGI Symbol;Acc:MGI:2180781]",
342,ENSMUSG00000032845,Alpk2,225638.0,alpha-kinase 2 [Source:MGI Symbol;Acc:MGI:2449492],
343,ENSMUSG00000032846,Zswim6,67263.0,zinc finger SWIM-type containing 6 [Source:MGI Symbol;Acc:MGI:1914513],
344,ENSMUSG00000033420,Antxr1,69538.0,anthrax toxin receptor 1 [Source:MGI Symbol;Acc:MGI:1916788],
345,ENSMUSG00000033491,Prss35,244954.0,"protease, serine 35 [Source:MGI Symbol;Acc:MGI:2444800]",
346,ENSMUSG00000033508,Asprv1,67855.0,"aspartic peptidase, retroviral-like 1 [Source:MGI Symbol;Acc:MGI:1915105]",
347,ENSMUSG00000033554,Dph5,69740.0,diphthamide biosynthesis 5 [Source:MGI Symbol;Acc:MGI:1916990],
348,ENSMUSG00000033826,Dnah8,13417.0,"dynein, axonemal, heavy chain 8 [Source:MGI Symbol;Acc:MGI:107714]",
349,ENSMUSG00000033885,Pxk,218699.0,PX domain containing serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1289230],
350,ENSMUSG00000033987,Dnah17,69926.0,"dynein, axonemal, heavy chain 17 [Source:MGI Symbol;Acc:MGI:1917176]",
351,ENSMUSG00000034028,Cd226,225825.0,CD226 antigen [Source:MGI Symbol;Acc:MGI:3039602],
352,ENSMUSG00000034209,Rasl10a,75668.0,"RAS-like, family 10, member A [Source:MGI Symbol;Acc:MGI:1922918]",
353,ENSMUSG00000034258,Flvcr2,217721.0,feline leukemia virus subgroup C cellular receptor 2 [Source:MGI Symbol;Acc:MGI:2384974],
354,ENSMUSG00000034317,Trim59,66949.0,tripartite motif-containing 59 [Source:MGI Symbol;Acc:MGI:1914199],
355,ENSMUSG00000034349,Smc4,70099.0,structural maintenance of chromosomes 4 [Source:MGI Symbol;Acc:MGI:1917349],
356,ENSMUSG00000034528,Hsd17b13,243168.0,hydroxysteroid (17-beta) dehydrogenase 13 [Source:MGI Symbol;Acc:MGI:2140804],
357,ENSMUSG00000034614,Pik3ip1,216505.0,phosphoinositide-3-kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917016],
358,ENSMUSG00000034663,Bmp2k,140780.0,BMP2 inducible kinase [Source:MGI Symbol;Acc:MGI:2155456],
359,ENSMUSG00000034664,Itga2b,16399.0,integrin alpha 2b [Source:MGI Symbol;Acc:MGI:96601],
360,ENSMUSG00000034708,Grn,14824.0,granulin [Source:MGI Symbol;Acc:MGI:95832],
361,ENSMUSG00000034792,Gna15,14676.0,"guanine nucleotide binding protein, alpha 15 [Source:MGI Symbol;Acc:MGI:95770]",
362,ENSMUSG00000034868,Myl12b,67938.0,"myosin, light chain 12B, regulatory [Source:MGI Symbol;Acc:MGI:107494]",
363,ENSMUSG00000034957,Cebpa,12606.0,"CCAAT/enhancer binding protein (C/EBP), alpha [Source:MGI Symbol;Acc:MGI:99480]",
364,ENSMUSG00000035021,Baz1a,217578.0,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],
365,ENSMUSG00000035105,Egln3,112407.0,egl-9 family hypoxia-inducible factor 3 [Source:MGI Symbol;Acc:MGI:1932288],
366,ENSMUSG00000035273,Hpse,15442.0,heparanase [Source:MGI Symbol;Acc:MGI:1343124],
367,ENSMUSG00000035448,Ccr3,12771.0,chemokine (C-C motif) receptor 3 [Source:MGI Symbol;Acc:MGI:104616],
368,ENSMUSG00000035456,Prdm8,77630.0,PR domain containing 8 [Source:MGI Symbol;Acc:MGI:1924880],
369,ENSMUSG00000035805,Mlc1,170790.0,megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human) [Source:MGI Symbol;Acc:MGI:2157910],
370,ENSMUSG00000035930,Chst4,26887.0,carbohydrate sulfotransferase 4 [Source:MGI Symbol;Acc:MGI:1349479],
371,ENSMUSG00000035963,Odf3l2,382384.0,outer dense fiber of sperm tails 3-like 2 [Source:MGI Symbol;Acc:MGI:2686003],
372,ENSMUSG00000036040,Adamtsl2,77794.0,ADAMTS-like 2 [Source:MGI Symbol;Acc:MGI:1925044],
373,ENSMUSG00000036106,Prr5,109270.0,proline rich 5 (renal) [Source:MGI Symbol;Acc:MGI:1924714],
374,ENSMUSG00000036246,Gmip,78816.0,Gem-interacting protein [Source:MGI Symbol;Acc:MGI:1926066],
375,ENSMUSG00000036273,Lrrk2,66725.0,leucine-rich repeat kinase 2 [Source:MGI Symbol;Acc:MGI:1913975],
376,ENSMUSG00000036334,Igsf10,242050.0,"immunoglobulin superfamily, member 10 [Source:MGI Symbol;Acc:MGI:1923481]",
377,ENSMUSG00000036362,P2ry13,74191.0,"purinergic receptor P2Y, G-protein coupled 13 [Source:MGI Symbol;Acc:MGI:1921441]",
378,ENSMUSG00000036452,Arhgap26,71302.0,Rho GTPase activating protein 26 [Source:MGI Symbol;Acc:MGI:1918552],
379,ENSMUSG00000036478,Btg1,12226.0,BTG anti-proliferation factor 1 [Source:MGI Symbol;Acc:MGI:88215],
380,ENSMUSG00000036528,Ppfibp2,19024.0,"PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:MGI Symbol;Acc:MGI:894649]",
381,ENSMUSG00000036545,Adamts2,216725.0,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2 [Source:MGI Symbol;Acc:MGI:1347356]",
382,ENSMUSG00000036565,Ttyh3,78339.0,tweety family member 3 [Source:MGI Symbol;Acc:MGI:1925589],
383,ENSMUSG00000036587,Fut7,14347.0,fucosyltransferase 7 [Source:MGI Symbol;Acc:MGI:107692],
384,ENSMUSG00000036894,Rap2b,74012.0,"RAP2B, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1921262]",
385,ENSMUSG00000036944,Tmem71,213068.0,transmembrane protein 71 [Source:MGI Symbol;Acc:MGI:2146049],
386,ENSMUSG00000036986,Pml,18854.0,promyelocytic leukemia [Source:MGI Symbol;Acc:MGI:104662],
387,ENSMUSG00000037016,Frem2,242022.0,Fras1 related extracellular matrix protein 2 [Source:MGI Symbol;Acc:MGI:2444465],
388,ENSMUSG00000037278,Tmem97,69071.0,transmembrane protein 97 [Source:MGI Symbol;Acc:MGI:1916321],
389,ENSMUSG00000037280,Galnt6,207839.0,polypeptide N-acetylgalactosaminyltransferase 6 [Source:MGI Symbol;Acc:MGI:1891640],
390,ENSMUSG00000037416,Dmxl1,240283.0,Dmx-like 1 [Source:MGI Symbol;Acc:MGI:2443926],
391,ENSMUSG00000037492,Zmat4,320158.0,"zinc finger, matrin type 4 [Source:MGI Symbol;Acc:MGI:2443497]",
392,ENSMUSG00000037533,Rapgef6,192786.0,Rap guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol;Acc:MGI:2384761],
393,ENSMUSG00000037553,Zdhhc18,503610.0,"zinc finger, DHHC domain containing 18 [Source:MGI Symbol;Acc:MGI:3527792]",
394,ENSMUSG00000037646,Vps13b,666173.0,vacuolar protein sorting 13B [Source:MGI Symbol;Acc:MGI:1916380],
395,ENSMUSG00000037683,Armc3,70882.0,armadillo repeat containing 3 [Source:MGI Symbol;Acc:MGI:1918132],
396,ENSMUSG00000037709,Fam13a,58909.0,"family with sequence similarity 13, member A [Source:MGI Symbol;Acc:MGI:1889842]",
397,ENSMUSG00000037731,Themis2,230787.0,thymocyte selection associated family member 2 [Source:MGI Symbol;Acc:MGI:2446213],
398,ENSMUSG00000037759,Ptger2,19217.0,prostaglandin E receptor 2 (subtype EP2) [Source:MGI Symbol;Acc:MGI:97794],
399,ENSMUSG00000037797,Adh4,26876.0,"alcohol dehydrogenase 4 (class II), pi polypeptide [Source:MGI Symbol;Acc:MGI:1349472]",
400,ENSMUSG00000037813,D630003M21Rik,228846.0,RIKEN cDNA D630003M21 gene [Source:MGI Symbol;Acc:MGI:3606579],
401,ENSMUSG00000037876,Jmjd1c,108829.0,jumonji domain containing 1C [Source:MGI Symbol;Acc:MGI:1918614],
402,ENSMUSG00000037922,Bank1,242248.0,B cell scaffold protein with ankyrin repeats 1 [Source:MGI Symbol;Acc:MGI:2442120],
403,ENSMUSG00000037926,Ssh2,237860.0,slingshot protein phosphatase 2 [Source:MGI Symbol;Acc:MGI:2679255],
404,ENSMUSG00000037953,A4gnt,333424.0,"alpha-1,4-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:2143261]",
405,ENSMUSG00000037972,Snn,20621.0,stannin [Source:MGI Symbol;Acc:MGI:1276549],
406,ENSMUSG00000037992,Rara,19401.0,"retinoic acid receptor, alpha [Source:MGI Symbol;Acc:MGI:97856]",
407,ENSMUSG00000038045,Sult6b1,73671.0,"sulfotransferase family, cytosolic, 6B, member 1 [Source:MGI Symbol;Acc:MGI:1920921]",
408,ENSMUSG00000038128,Camk4,12326.0,calcium/calmodulin-dependent protein kinase IV [Source:MGI Symbol;Acc:MGI:88258],
409,ENSMUSG00000038175,Mylip,218203.0,myosin regulatory light chain interacting protein [Source:MGI Symbol;Acc:MGI:2388271],
410,ENSMUSG00000038304,Cd160,54215.0,CD160 antigen [Source:MGI Symbol;Acc:MGI:1860383],
411,ENSMUSG00000038312,Edem2,108687.0,"ER degradation enhancer, mannosidase alpha-like 2 [Source:MGI Symbol;Acc:MGI:1915540]",
412,ENSMUSG00000038371,Sbf2,319934.0,SET binding factor 2 [Source:MGI Symbol;Acc:MGI:1921831],
413,ENSMUSG00000038415,Foxq1,15220.0,forkhead box Q1 [Source:MGI Symbol;Acc:MGI:1298228],
414,ENSMUSG00000038518,Jarid2,16468.0,"jumonji, AT rich interactive domain 2 [Source:MGI Symbol;Acc:MGI:104813]",
415,ENSMUSG00000038523,1700003F12Rik,75480.0,RIKEN cDNA 1700003F12 gene [Source:MGI Symbol;Acc:MGI:1922730],
416,ENSMUSG00000038644,Pold1,18971.0,"polymerase (DNA directed), delta 1, catalytic subunit [Source:MGI Symbol;Acc:MGI:97741]",
417,ENSMUSG00000038745,Nlrp6,101613.0,"NLR family, pyrin domain containing 6 [Source:MGI Symbol;Acc:MGI:2141990]",
418,ENSMUSG00000038871,Bpgm,12183.0,"2,3-bisphosphoglycerate mutase [Source:MGI Symbol;Acc:MGI:1098242]",
419,ENSMUSG00000038963,Slco4a1,108115.0,"solute carrier organic anion transporter family, member 4a1 [Source:MGI Symbol;Acc:MGI:1351866]",
420,ENSMUSG00000038991,Txndc5,105245.0,thioredoxin domain containing 5 [Source:MGI Symbol;Acc:MGI:2145316],
421,ENSMUSG00000039084,Chad,12643.0,chondroadherin [Source:MGI Symbol;Acc:MGI:1096866],
422,ENSMUSG00000039109,F13a1,74145.0,"coagulation factor XIII, A1 subunit [Source:MGI Symbol;Acc:MGI:1921395]",
