,Ensembl Gene ID,External Gene Name,NCBI Entrez ID,Description
566,ENSMUSG00000021822,Plau,18792,"plasminogen activator, urokinase [Source:MGI Symbol;Acc:MGI:97611]"
567,ENSMUSG00000021830,Txndc16,70561,thioredoxin domain containing 16 [Source:MGI Symbol;Acc:MGI:1917811]
568,ENSMUSG00000021835,Bmp4,12159,bone morphogenetic protein 4 [Source:MGI Symbol;Acc:MGI:88180]
569,ENSMUSG00000021838,Samd4,74480,sterile alpha motif domain containing 4 [Source:MGI Symbol;Acc:MGI:1921730]
570,ENSMUSG00000021846,Peli2,93834,pellino 2 [Source:MGI Symbol;Acc:MGI:1891445]
572,ENSMUSG00000021852,Slc35f4,75288,"solute carrier family 35, member F4 [Source:MGI Symbol;Acc:MGI:1922538]"
573,ENSMUSG00000021876,Rnase4,58809,"ribonuclease, RNase A family 4 [Source:MGI Symbol;Acc:MGI:1926217]"
574,ENSMUSG00000021880,Rnase6,78416,"ribonuclease, RNase A family, 6 [Source:MGI Symbol;Acc:MGI:1925666]"
575,ENSMUSG00000021886,Gpr65,14744,G-protein coupled receptor 65 [Source:MGI Symbol;Acc:MGI:108031]
576,ENSMUSG00000021892,Sh3bp5,24056,SH3-domain binding protein 5 (BTK-associated) [Source:MGI Symbol;Acc:MGI:1344391]
577,ENSMUSG00000021903,Galnt15,78754,polypeptide N-acetylgalactosaminyltransferase 15 [Source:MGI Symbol;Acc:MGI:1926004]
578,ENSMUSG00000021904,Sema3g,218877,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:MGI Symbol;Acc:MGI:3041242]"
579,ENSMUSG00000021907,Msmb,17695,beta-microseminoprotein [Source:MGI Symbol;Acc:MGI:97166]
580,ENSMUSG00000021943,Gdf10,14560,growth differentiation factor 10 [Source:MGI Symbol;Acc:MGI:95684]
581,ENSMUSG00000021948,Prkcd,18753,"protein kinase C, delta [Source:MGI Symbol;Acc:MGI:97598]"
582,ENSMUSG00000021959,Lats2,50523,large tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:1354386]
583,ENSMUSG00000021991,Cacna2d3,12294,"calcium channel, voltage-dependent, alpha2/delta subunit 3 [Source:MGI Symbol;Acc:MGI:1338890]"
584,ENSMUSG00000021994,Wnt5a,22418,"wingless-type MMTV integration site family, member 5A [Source:MGI Symbol;Acc:MGI:98958]"
585,ENSMUSG00000021998,Lcp1,18826,lymphocyte cytosolic protein 1 [Source:MGI Symbol;Acc:MGI:104808]
586,ENSMUSG00000021999,Cpb2,56373,carboxypeptidase B2 (plasma) [Source:MGI Symbol;Acc:MGI:1891837]
587,ENSMUSG00000022010,Tsc22d1,21807,"TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]"
588,ENSMUSG00000022012,Enox1,239188,ecto-NOX disulfide-thiol exchanger 1 [Source:MGI Symbol;Acc:MGI:2444896]
589,ENSMUSG00000022014,Epsti1,108670,epithelial stromal interaction 1 (breast) [Source:MGI Symbol;Acc:MGI:1915168]
590,ENSMUSG00000022015,Tnfsf11,21943,"tumor necrosis factor (ligand) superfamily, member 11 [Source:MGI Symbol;Acc:MGI:1100089]"
591,ENSMUSG00000022018,Rgcc,66214,regulator of cell cycle [Source:MGI Symbol;Acc:MGI:1913464]
592,ENSMUSG00000022026,Olfm4,380924,olfactomedin 4 [Source:MGI Symbol;Acc:MGI:2685142]
593,ENSMUSG00000022032,Scara5,71145,"scavenger receptor class A, member 5 [Source:MGI Symbol;Acc:MGI:1918395]"
594,ENSMUSG00000022033,Pbk,52033,PDZ binding kinase [Source:MGI Symbol;Acc:MGI:1289156]
595,ENSMUSG00000022037,Clu,12759,clusterin [Source:MGI Symbol;Acc:MGI:88423]
596,ENSMUSG00000022043,Trim35,66854,tripartite motif-containing 35 [Source:MGI Symbol;Acc:MGI:1914104]
597,ENSMUSG00000022044,Stmn4,56471,stathmin-like 4 [Source:MGI Symbol;Acc:MGI:1931224]
598,ENSMUSG00000022053,Ebf2,13592,early B cell factor 2 [Source:MGI Symbol;Acc:MGI:894332]
599,ENSMUSG00000022057,Adamdec1,58860,"ADAM-like, decysin 1 [Source:MGI Symbol;Acc:MGI:1917650]"
600,ENSMUSG00000022076,Klhl1,93688,kelch-like 1 [Source:MGI Symbol;Acc:MGI:2136335]
601,ENSMUSG00000022090,Pdlim2,213019,PDZ and LIM domain 2 [Source:MGI Symbol;Acc:MGI:2384850]
602,ENSMUSG00000022102,Dok2,13449,docking protein 2 [Source:MGI Symbol;Acc:MGI:1332623]
603,ENSMUSG00000022103,Gfra2,14586,glial cell line derived neurotrophic factor family receptor alpha 2 [Source:MGI Symbol;Acc:MGI:1195462]
604,ENSMUSG00000022112,Gpc5,103978,glypican 5 [Source:MGI Symbol;Acc:MGI:1194894]
605,ENSMUSG00000022114,Spry2,24064,sprouty RTK signaling antagonist 2 [Source:MGI Symbol;Acc:MGI:1345138]
606,ENSMUSG00000022122,Ednrb,13618,endothelin receptor type B [Source:MGI Symbol;Acc:MGI:102720]
607,ENSMUSG00000022132,Cldn10,58187,claudin 10 [Source:MGI Symbol;Acc:MGI:1913101]
608,ENSMUSG00000022144,Gdnf,14573,glial cell line derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:107430]
609,ENSMUSG00000022146,Osmr,18414,oncostatin M receptor [Source:MGI Symbol;Acc:MGI:1330819]
610,ENSMUSG00000022149,C9,12279,complement component 9 [Source:MGI Symbol;Acc:MGI:1098282]
611,ENSMUSG00000022150,Dab2,13132,"disabled 2, mitogen-responsive phosphoprotein [Source:MGI Symbol;Acc:MGI:109175]"
612,ENSMUSG00000022178,Ajuba,16475,ajuba LIM protein [Source:MGI Symbol;Acc:MGI:1341886]
613,ENSMUSG00000022197,Pdzd2,68070,PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1922394]
614,ENSMUSG00000022203,Efs,13644,embryonal Fyn-associated substrate [Source:MGI Symbol;Acc:MGI:105311]
615,ENSMUSG00000022205,Sub1,20024,"SUB1 homolog, transcriptional regulator [Source:MGI Symbol;Acc:MGI:104811]"
616,ENSMUSG00000022206,Npr3,18162,natriuretic peptide receptor 3 [Source:MGI Symbol;Acc:MGI:97373]
617,ENSMUSG00000022209,Dhrs2,71412,dehydrogenase/reductase member 2 [Source:MGI Symbol;Acc:MGI:1918662]
618,ENSMUSG00000022225,Cma1,17228,"chymase 1, mast cell [Source:MGI Symbol;Acc:MGI:96941]"
619,ENSMUSG00000022231,Sema5a,20356,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]"
620,ENSMUSG00000022237,Ankrd33b,67434,ankyrin repeat domain 33B [Source:MGI Symbol;Acc:MGI:1917904]
621,ENSMUSG00000022240,Ctnnd2,18163,"catenin (cadherin associated protein), delta 2 [Source:MGI Symbol;Acc:MGI:1195966]"
622,ENSMUSG00000022246,Rai14,75646,retinoic acid induced 14 [Source:MGI Symbol;Acc:MGI:1922896]
623,ENSMUSG00000022263,Trio,223435,triple functional domain (PTPRF interacting) [Source:MGI Symbol;Acc:MGI:1927230]
624,ENSMUSG00000022272,Myo10,17909,myosin X [Source:MGI Symbol;Acc:MGI:107716]
625,ENSMUSG00000022303,Dcstamp,75766,dendrocyte expressed seven transmembrane protein [Source:MGI Symbol;Acc:MGI:1923016]
626,ENSMUSG00000022306,Zfpm2,22762,"zinc finger protein, multitype 2 [Source:MGI Symbol;Acc:MGI:1334444]"
627,ENSMUSG00000022309,Angpt1,11600,angiopoietin 1 [Source:MGI Symbol;Acc:MGI:108448]
628,ENSMUSG00000022315,Slc30a8,239436,"solute carrier family 30 (zinc transporter), member 8 [Source:MGI Symbol;Acc:MGI:2442682]"
629,ENSMUSG00000022321,Cdh10,320873,cadherin 10 [Source:MGI Symbol;Acc:MGI:107436]
630,ENSMUSG00000022322,Shcbp1,20419,Shc SH2-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:1338802]
631,ENSMUSG00000022324,Matn2,17181,matrilin 2 [Source:MGI Symbol;Acc:MGI:109613]
632,ENSMUSG00000022330,Osr2,107587,odd-skipped related 2 [Source:MGI Symbol;Acc:MGI:1930813]
633,ENSMUSG00000022367,Has2,15117,hyaluronan synthase 2 [Source:MGI Symbol;Acc:MGI:107821]
634,ENSMUSG00000022371,Col14a1,12818,"collagen, type XIV, alpha 1 [Source:MGI Symbol;Acc:MGI:1341272]"
635,ENSMUSG00000022372,Sla,20491,src-like adaptor [Source:MGI Symbol;Acc:MGI:104295]
636,ENSMUSG00000022377,Asap1,13196,"ArfGAP with SH3 domain, ankyrin repeat and PH domain1 [Source:MGI Symbol;Acc:MGI:1342335]"
637,ENSMUSG00000022416,Cacna1i,239556,"calcium channel, voltage-dependent, alpha 1I subunit [Source:MGI Symbol;Acc:MGI:2178051]"
638,ENSMUSG00000022425,Enpp2,18606,ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:MGI Symbol;Acc:MGI:1321390]
639,ENSMUSG00000022435,Upk3a,22270,uroplakin 3A [Source:MGI Symbol;Acc:MGI:98914]
640,ENSMUSG00000022436,Sh3bp1,20401,SH3-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:104603]
641,ENSMUSG00000022439,Parvg,64099,"parvin, gamma [Source:MGI Symbol;Acc:MGI:2158329]"
642,ENSMUSG00000022443,Myh9,17886,"myosin, heavy polypeptide 9, non-muscle [Source:MGI Symbol;Acc:MGI:107717]"
643,ENSMUSG00000022449,Adamts20,223838,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20 [Source:MGI Symbol;Acc:MGI:2660628]"
644,ENSMUSG00000022454,Nell2,54003,NEL-like 2 [Source:MGI Symbol;Acc:MGI:1858510]
645,ENSMUSG00000022468,Endou,19011,"endonuclease, polyU-specific [Source:MGI Symbol;Acc:MGI:97746]"
646,ENSMUSG00000022469,Rapgef3,223864,Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:2441741]
647,ENSMUSG00000022488,Nckap1l,105855,NCK associated protein 1 like [Source:MGI Symbol;Acc:MGI:1926063]
648,ENSMUSG00000022490,Ppp1r1a,58200,"protein phosphatase 1, regulatory inhibitor subunit 1A [Source:MGI Symbol;Acc:MGI:1889595]"
649,ENSMUSG00000022494,Shisa9,72555,shisa family member 9 [Source:MGI Symbol;Acc:MGI:1919805]
650,ENSMUSG00000022496,Tnfrsf17,21935,"tumor necrosis factor receptor superfamily, member 17 [Source:MGI Symbol;Acc:MGI:1343050]"
651,ENSMUSG00000022500,Litaf,56722,LPS-induced TN factor [Source:MGI Symbol;Acc:MGI:1929512]
652,ENSMUSG00000022504,Ciita,12265,class II transactivator [Source:MGI Symbol;Acc:MGI:108445]
653,ENSMUSG00000022505,Emp2,13731,epithelial membrane protein 2 [Source:MGI Symbol;Acc:MGI:1098726]
654,ENSMUSG00000022512,Cldn1,12737,claudin 1 [Source:MGI Symbol;Acc:MGI:1276109]
655,ENSMUSG00000022528,Hes1,15205,hes family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:104853]
656,ENSMUSG00000022534,Mefv,54483,Mediterranean fever [Source:MGI Symbol;Acc:MGI:1859396]
657,ENSMUSG00000022548,Apod,11815,apolipoprotein D [Source:MGI Symbol;Acc:MGI:88056]
658,ENSMUSG00000022565,Plec,18810,plectin [Source:MGI Symbol;Acc:MGI:1277961]
659,ENSMUSG00000022579,Gpihbp1,68453,GPI-anchored HDL-binding protein 1 [Source:MGI Symbol;Acc:MGI:1915703]
660,ENSMUSG00000022598,Psca,72373,prostate stem cell antigen [Source:MGI Symbol;Acc:MGI:1919623]
661,ENSMUSG00000022602,Arc,11838,activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067]
662,ENSMUSG00000022607,Ptk2,14083,PTK2 protein tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95481]
663,ENSMUSG00000022610,Mapk12,29857,mitogen-activated protein kinase 12 [Source:MGI Symbol;Acc:MGI:1353438]
664,ENSMUSG00000022615,Tymp,72962,thymidine phosphorylase [Source:MGI Symbol;Acc:MGI:1920212]
665,ENSMUSG00000022636,Alcam,11658,activated leukocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1313266]
666,ENSMUSG00000022637,Cblb,208650,Casitas B-lineage lymphoma b [Source:MGI Symbol;Acc:MGI:2146430]
667,ENSMUSG00000022657,Cd96,84544,CD96 antigen [Source:MGI Symbol;Acc:MGI:1934368]
668,ENSMUSG00000022661,Cd200,17470,CD200 molecule [Source:MGI Symbol;Acc:MGI:1196990]
669,ENSMUSG00000022665,Ccdc80,67896,coiled-coil domain containing 80 [Source:MGI Symbol;Acc:MGI:1915146]
670,ENSMUSG00000022686,B3gnt5,108105,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2137302]"
671,ENSMUSG00000022707,Gbe1,74185,"glucan (1,4-alpha-), branching enzyme 1 [Source:MGI Symbol;Acc:MGI:1921435]"
672,ENSMUSG00000022708,Zbtb20,56490,zinc finger and BTB domain containing 20 [Source:MGI Symbol;Acc:MGI:1929213]
673,ENSMUSG00000022747,St3gal6,54613,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:1888707]"
674,ENSMUSG00000022769,Sdf2l1,64136,stromal cell-derived factor 2-like 1 [Source:MGI Symbol;Acc:MGI:2149842]
675,ENSMUSG00000022799,Arhgap31,12549,Rho GTPase activating protein 31 [Source:MGI Symbol;Acc:MGI:1333857]
676,ENSMUSG00000022816,Fstl1,14314,follistatin-like 1 [Source:MGI Symbol;Acc:MGI:102793]
677,ENSMUSG00000022817,Itgb5,16419,integrin beta 5 [Source:MGI Symbol;Acc:MGI:96614]
678,ENSMUSG00000022824,Muc13,17063,"mucin 13, epithelial transmembrane [Source:MGI Symbol;Acc:MGI:103190]"
679,ENSMUSG00000022829,Stxbp5l,207227,syntaxin binding protein 5-like [Source:MGI Symbol;Acc:MGI:2443815]
680,ENSMUSG00000022831,Hcls1,15163,hematopoietic cell specific Lyn substrate 1 [Source:MGI Symbol;Acc:MGI:104568]
681,ENSMUSG00000022836,Mylk,107589,"myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]"
682,ENSMUSG00000022838,Eaf2,106389,ELL associated factor 2 [Source:MGI Symbol;Acc:MGI:2146616]
683,ENSMUSG00000022860,Chodl,246048,chondrolectin [Source:MGI Symbol;Acc:MGI:2179069]
684,ENSMUSG00000022864,D16Ertd472e,67102,"DNA segment, Chr 16, ERATO Doi 472, expressed [Source:MGI Symbol;Acc:MGI:1196400]"
685,ENSMUSG00000022867,Usp25,30940,ubiquitin specific peptidase 25 [Source:MGI Symbol;Acc:MGI:1353655]
686,ENSMUSG00000022868,Ahsg,11625,alpha-2-HS-glycoprotein [Source:MGI Symbol;Acc:MGI:107189]
687,ENSMUSG00000022876,Samsn1,67742,"SAM domain, SH3 domain and nuclear localization signals, 1 [Source:MGI Symbol;Acc:MGI:1914992]"
688,ENSMUSG00000022878,Adipoq,11450,"adiponectin, C1Q and collagen domain containing [Source:MGI Symbol;Acc:MGI:106675]"
689,ENSMUSG00000022883,Robo1,19876,roundabout guidance receptor 1 [Source:MGI Symbol;Acc:MGI:1274781]
690,ENSMUSG00000022893,Adamts1,11504,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1 [Source:MGI Symbol;Acc:MGI:109249]"
691,ENSMUSG00000022894,Adamts5,23794,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]"
692,ENSMUSG00000022895,Ets2,23872,"E26 avian leukemia oncogene 2, 3' domain [Source:MGI Symbol;Acc:MGI:95456]"
693,ENSMUSG00000022901,Cd86,12524,CD86 antigen [Source:MGI Symbol;Acc:MGI:101773]
694,ENSMUSG00000022912,Pros1,19128,protein S (alpha) [Source:MGI Symbol;Acc:MGI:1095733]
695,ENSMUSG00000022951,Rcan1,54720,regulator of calcineurin 1 [Source:MGI Symbol;Acc:MGI:1890564]
696,ENSMUSG00000022952,Runx1,12394,runt related transcription factor 1 [Source:MGI Symbol;Acc:MGI:99852]
697,ENSMUSG00000022960,Donson,60364,downstream neighbor of SON [Source:MGI Symbol;Acc:MGI:1890621]
698,ENSMUSG00000022965,Ifngr2,15980,interferon gamma receptor 2 [Source:MGI Symbol;Acc:MGI:107654]
699,ENSMUSG00000023000,Dhh,13363,desert hedgehog [Source:MGI Symbol;Acc:MGI:94891]
700,ENSMUSG00000023004,Tuba1b,22143,"tubulin, alpha 1B [Source:MGI Symbol;Acc:MGI:107804]"
701,ENSMUSG00000023008,Fmnl3,22379,formin-like 3 [Source:MGI Symbol;Acc:MGI:109569]
702,ENSMUSG00000023022,Lima1,65970,LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992]
703,ENSMUSG00000023031,Cela1,109901,"chymotrypsin-like elastase family, member 1 [Source:MGI Symbol;Acc:MGI:95314]"
704,ENSMUSG00000023034,Nr4a1,15370,"nuclear receptor subfamily 4, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352454]"
705,ENSMUSG00000023039,Krt7,110310,keratin 7 [Source:MGI Symbol;Acc:MGI:96704]
706,ENSMUSG00000023043,Krt18,16668,keratin 18 [Source:MGI Symbol;Acc:MGI:96692]
707,ENSMUSG00000023045,Soat2,223920,sterol O-acyltransferase 2 [Source:MGI Symbol;Acc:MGI:1332226]
708,ENSMUSG00000023046,Igfbp6,16012,insulin-like growth factor binding protein 6 [Source:MGI Symbol;Acc:MGI:96441]
709,ENSMUSG00000023064,Sncg,20618,"synuclein, gamma [Source:MGI Symbol;Acc:MGI:1298397]"
710,ENSMUSG00000023067,Cdkn1a,12575,cyclin-dependent kinase inhibitor 1A (P21) [Source:MGI Symbol;Acc:MGI:104556]
711,ENSMUSG00000023078,Cxcl13,55985,chemokine (C-X-C motif) ligand 13 [Source:MGI Symbol;Acc:MGI:1888499]
712,ENSMUSG00000023084,Lrrc71,74485,leucine rich repeat containing 71 [Source:MGI Symbol;Acc:MGI:1921735]
713,ENSMUSG00000023132,Gzma,14938,granzyme A [Source:MGI Symbol;Acc:MGI:109266]
714,ENSMUSG00000023169,Slc38a1,105727,"solute carrier family 38, member 1 [Source:MGI Symbol;Acc:MGI:2145895]"
715,ENSMUSG00000023216,Epb42,13828,erythrocyte membrane protein band 4.2 [Source:MGI Symbol;Acc:MGI:95402]
716,ENSMUSG00000023224,Serping1,12258,"serine (or cysteine) peptidase inhibitor, clade G, member 1 [Source:MGI Symbol;Acc:MGI:894696]"
717,ENSMUSG00000023232,Serinc2,230779,serine incorporator 2 [Source:MGI Symbol;Acc:MGI:1919132]
718,ENSMUSG00000023243,Kcnk5,16529,"potassium channel, subfamily K, member 5 [Source:MGI Symbol;Acc:MGI:1336175]"
719,ENSMUSG00000023247,Guca2a,14915,guanylate cyclase activator 2a (guanylin) [Source:MGI Symbol;Acc:MGI:102738]
720,ENSMUSG00000023249,Parp3,235587,"poly (ADP-ribose) polymerase family, member 3 [Source:MGI Symbol;Acc:MGI:1891258]"
721,ENSMUSG00000023272,Creld2,76737,cysteine-rich with EGF-like domains 2 [Source:MGI Symbol;Acc:MGI:1923987]
722,ENSMUSG00000023274,Cd4,12504,CD4 antigen [Source:MGI Symbol;Acc:MGI:88335]
723,ENSMUSG00000023336,Wfdc1,67866,WAP four-disulfide core domain 1 [Source:MGI Symbol;Acc:MGI:1915116]
724,ENSMUSG00000023349,Clec4n,56620,"C-type lectin domain family 4, member n [Source:MGI Symbol;Acc:MGI:1861231]"
725,ENSMUSG00000023367,Tmem176a,66058,transmembrane protein 176A [Source:MGI Symbol;Acc:MGI:1913308]
726,ENSMUSG00000023484,Prph,19132,peripherin [Source:MGI Symbol;Acc:MGI:97774]
727,ENSMUSG00000023505,Cdca3,14793,cell division cycle associated 3 [Source:MGI Symbol;Acc:MGI:1315198]
728,ENSMUSG00000023827,Agpat4,68262,"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta) [Source:MGI Symbol;Acc:MGI:1915512]"
729,ENSMUSG00000023828,Slc22a3,20519,"solute carrier family 22 (organic cation transporter), member 3 [Source:MGI Symbol;Acc:MGI:1333817]"
730,ENSMUSG00000023868,Pde10a,23984,phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]
731,ENSMUSG00000023885,Thbs2,21826,thrombospondin 2 [Source:MGI Symbol;Acc:MGI:98738]
732,ENSMUSG00000023886,Smoc2,64074,SPARC related modular calcium binding 2 [Source:MGI Symbol;Acc:MGI:1929881]
733,ENSMUSG00000023903,Mmp25,240047,matrix metallopeptidase 25 [Source:MGI Symbol;Acc:MGI:2443938]
734,ENSMUSG00000023913,Pla2g7,27226,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:MGI Symbol;Acc:MGI:1351327]"
735,ENSMUSG00000023923,Tbc1d5,72238,"TBC1 domain family, member 5 [Source:MGI Symbol;Acc:MGI:1919488]"
736,ENSMUSG00000023927,Satb1,20230,special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084]
737,ENSMUSG00000023945,Slc5a7,63993,"solute carrier family 5 (choline transporter), member 7 [Source:MGI Symbol;Acc:MGI:1927126]"
738,ENSMUSG00000023947,Nfkbie,18037,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon [Source:MGI Symbol;Acc:MGI:1194908]"
739,ENSMUSG00000023959,Clic5,224796,chloride intracellular channel 5 [Source:MGI Symbol;Acc:MGI:1917912]
740,ENSMUSG00000023964,Calcr,12311,calcitonin receptor [Source:MGI Symbol;Acc:MGI:101950]
741,ENSMUSG00000023965,Fbxl17,50758,F-box and leucine-rich repeat protein 17 [Source:MGI Symbol;Acc:MGI:1354704]
742,ENSMUSG00000023987,Pgc,109820,progastricsin (pepsinogen C) [Source:MGI Symbol;Acc:MGI:98909]
743,ENSMUSG00000023992,Trem2,83433,triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol;Acc:MGI:1913150]
744,ENSMUSG00000023993,Treml1,71326,triggering receptor expressed on myeloid cells-like 1 [Source:MGI Symbol;Acc:MGI:1918576]
745,ENSMUSG00000024011,Pi16,74116,peptidase inhibitor 16 [Source:MGI Symbol;Acc:MGI:1921366]
746,ENSMUSG00000024014,Pim1,18712,proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]
747,ENSMUSG00000024027,Glp1r,14652,glucagon-like peptide 1 receptor [Source:MGI Symbol;Acc:MGI:99571]
748,ENSMUSG00000024028,Tff2,21785,trefoil factor 2 (spasmolytic protein 1) [Source:MGI Symbol;Acc:MGI:1306805]
749,ENSMUSG00000024029,Tff3,21786,"trefoil factor 3, intestinal [Source:MGI Symbol;Acc:MGI:104638]"
750,ENSMUSG00000024032,Tff1,21784,trefoil factor 1 [Source:MGI Symbol;Acc:MGI:88135]
751,ENSMUSG00000024042,Sik1,17691,salt inducible kinase 1 [Source:MGI Symbol;Acc:MGI:104754]
752,ENSMUSG00000024049,Myom1,17929,myomesin 1 [Source:MGI Symbol;Acc:MGI:1341430]
753,ENSMUSG00000024053,Emilin2,246707,elastin microfibril interfacer 2 [Source:MGI Symbol;Acc:MGI:2389136]
754,ENSMUSG00000024054,Smchd1,74355,SMC hinge domain containing 1 [Source:MGI Symbol;Acc:MGI:1921605]
755,ENSMUSG00000024056,Ndc80,67052,NDC80 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914302]
756,ENSMUSG00000024063,Lbh,77889,limb-bud and heart [Source:MGI Symbol;Acc:MGI:1925139]
757,ENSMUSG00000024065,Ehd3,57440,EH-domain containing 3 [Source:MGI Symbol;Acc:MGI:1928900]
758,ENSMUSG00000024066,Xdh,22436,xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973]
759,ENSMUSG00000024076,Vit,74199,vitrin [Source:MGI Symbol;Acc:MGI:1921449]
760,ENSMUSG00000024087,Cyp1b1,13078,"cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]"
761,ENSMUSG00000024109,Nrxn1,18189,neurexin I [Source:MGI Symbol;Acc:MGI:1096391]
762,ENSMUSG00000024131,Slc3a1,20532,"solute carrier family 3, member 1 [Source:MGI Symbol;Acc:MGI:1195264]"
763,ENSMUSG00000024135,Srbd1,78586,S1 RNA binding domain 1 [Source:MGI Symbol;Acc:MGI:1925836]
764,ENSMUSG00000024140,Epas1,13819,endothelial PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109169]
765,ENSMUSG00000024164,C3,12266,complement component 3 [Source:MGI Symbol;Acc:MGI:88227]
766,ENSMUSG00000024168,Tmem204,407831,transmembrane protein 204 [Source:MGI Symbol;Acc:MGI:3039635]
767,ENSMUSG00000024176,Sox8,20681,SRY (sex determining region Y)-box 8 [Source:MGI Symbol;Acc:MGI:98370]
768,ENSMUSG00000024184,Pdia2,69191,protein disulfide isomerase associated 2 [Source:MGI Symbol;Acc:MGI:1916441]
769,ENSMUSG00000024190,Dusp1,19252,dual specificity phosphatase 1 [Source:MGI Symbol;Acc:MGI:105120]
770,ENSMUSG00000024197,Plin3,66905,perilipin 3 [Source:MGI Symbol;Acc:MGI:1914155]
771,ENSMUSG00000024206,Rfx2,19725,"regulatory factor X, 2 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106583]"
772,ENSMUSG00000024211,Grm8,14823,"glutamate receptor, metabotropic 8 [Source:MGI Symbol;Acc:MGI:1351345]"
773,ENSMUSG00000024225,Clps,109791,"colipase, pancreatic [Source:MGI Symbol;Acc:MGI:88421]"
774,ENSMUSG00000024232,Bambi,68010,BMP and activin membrane-bound inhibitor [Source:MGI Symbol;Acc:MGI:1915260]
775,ENSMUSG00000024235,Map3k8,26410,mitogen-activated protein kinase kinase kinase 8 [Source:MGI Symbol;Acc:MGI:1346878]
776,ENSMUSG00000024236,Svil,225115,supervillin [Source:MGI Symbol;Acc:MGI:2147319]
777,ENSMUSG00000024238,Zeb1,21417,zinc finger E-box binding homeobox 1 [Source:MGI Symbol;Acc:MGI:1344313]
778,ENSMUSG00000024299,Adamts10,224697,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]"
779,ENSMUSG00000024300,Myo1f,17916,myosin IF [Source:MGI Symbol;Acc:MGI:107711]
780,ENSMUSG00000024302,Dtna,13527,dystrobrevin alpha [Source:MGI Symbol;Acc:MGI:106039]
781,ENSMUSG00000024306,Ccdc178,70950,coiled coil domain containing 178 [Source:MGI Symbol;Acc:MGI:1918200]
782,ENSMUSG00000024347,Psd2,74002,pleckstrin and Sec7 domain containing 2 [Source:MGI Symbol;Acc:MGI:1921252]
783,ENSMUSG00000024353,Mzb1,69816,marginal zone B and B1 cell-specific protein 1 [Source:MGI Symbol;Acc:MGI:1917066]
784,ENSMUSG00000024354,Slc23a1,20522,"solute carrier family 23 (nucleobase transporters), member 1 [Source:MGI Symbol;Acc:MGI:1341903]"
785,ENSMUSG00000024366,Gfra3,14587,glial cell line derived neurotrophic factor family receptor alpha 3 [Source:MGI Symbol;Acc:MGI:1201403]
786,ENSMUSG00000024379,Tslp,53603,thymic stromal lymphopoietin [Source:MGI Symbol;Acc:MGI:1855696]
787,ENSMUSG00000024381,Bin1,30948,bridging integrator 1 [Source:MGI Symbol;Acc:MGI:108092]
788,ENSMUSG00000024395,Lims2,225341,LIM and senescent cell antigen like domains 2 [Source:MGI Symbol;Acc:MGI:2385067]
